F:\Uni\Simulations\SwarmSimulation
0.027,0.0002,0.0002,2e-07,0,2.2619e-13,0,0,1.0932e-07,-0.00094837
0.107,0.0004,0.0002,2e-07,0,4.5238e-13,2.308e-14,0,4.2614e-07,-0.00094837
0.108,0.0006,0.0002,2e-07,0,6.7857e-13,8.9964e-14,0,9.1812e-07,-0.00094837
0.108,0.0008,0.0002,2e-07,0,9.0476e-13,1.9383e-13,0,1.5462e-06,-0.00094837
0.108,0.001,0.0002,2e-07,0,1.131e-12,3.2643e-13,0,2.2787e-06,-0.00094837
0.109,0.0012,0.0002,2e-07,0,1.3571e-12,4.8106e-13,0,3.091e-06,-0.00094837
0.109,0.0014,0.0002,2e-07,0,1.5833e-12,6.5255e-13,0,3.9643e-06,-0.00094837
0.109,0.0016,0.0002,2e-07,0,1.8095e-12,8.3691e-13,0,4.8842e-06,-0.00094837
0.109,0.0018,0.0002,2e-07,0,2.0357e-12,1.0311e-12,0,5.8398e-06,-0.00094837
0.109,0.002,0.0002,2e-07,0,2.2619e-12,1.2329e-12,0,6.8227e-06,-0.00094837
0.11,0.0022,0.0002,2e-07,0,2.4881e-12,1.4404e-12,0,7.8265e-06,-0.00094837
0.11,0.0024,0.0002,2e-07,0,2.7143e-12,1.6523e-12,0,8.8462e-06,-0.00094837
0.11,0.0026,0.0002,2e-07,0,2.9405e-12,1.8676e-12,0,9.878e-06,-0.00094837
0.11,0.0028,0.0002,2e-07,0,3.1667e-12,2.0854e-12,0,1.0919e-05,-0.00094837
0.11,0.003,0.0002,2e-07,0,3.3929e-12,2.3052e-12,0,1.1967e-05,-0.00094837
0.11,0.0032,0.0002,2e-07,0,3.619e-12,2.5265e-12,0,1.3021e-05,-0.00094837
0.111,0.0034,0.0002,2e-07,0,3.8452e-12,2.749e-12,0,1.4079e-05,-0.00094837
0.111,0.0036,0.0002,2e-07,0,4.0714e-12,2.9723e-12,0,1.514e-05,-0.00094837
0.111,0.0038,0.0002,2e-07,0,4.2976e-12,3.1963e-12,0,1.6204e-05,-0.00094837
0.111,0.004,0.0002,2e-07,0,4.5238e-12,3.4208e-12,0,1.7269e-05,-0.00094837
0.111,0.0042,0.0002,2e-07,0,4.75e-12,3.6458e-12,0,1.8336e-05,-0.00094837
0.112,0.0044,0.0002,2e-07,0,4.9762e-12,3.871e-12,0,1.9404e-05,-0.00094837
0.112,0.0046,0.0002,2e-07,0,5.2024e-12,4.0964e-12,0,2.0472e-05,-0.00094837
0.112,0.0048,0.0002,2e-07,0,5.4286e-12,4.322e-12,0,2.1542e-05,-0.00094837
0.112,0.005,0.0002,2e-07,0,5.6548e-12,4.5478e-12,0,2.2612e-05,-0.00094837
0.112,0.0052,0.0002,2e-07,0,5.881e-12,4.7737e-12,0,2.3682e-05,-0.00094837
0.112,0.0054,0.0002,2e-07,0,6.1071e-12,4.9996e-12,0,2.4752e-05,-0.00094837
0.113,0.0056,0.0002,2e-07,0,6.3333e-12,5.2256e-12,0,2.5823e-05,-0.00094837
0.113,0.0058,0.0002,2e-07,0,6.5595e-12,5.4516e-12,0,2.6894e-05,-0.00094837
0.113,0.006,0.0002,2e-07,0,6.7857e-12,5.6777e-12,0,2.7965e-05,-0.00094837
0.113,0.0062,0.0002,2e-07,0,7.0119e-12,5.9038e-12,0,2.9036e-05,-0.00094837
0.113,0.0064,0.0002,2e-07,0,7.2381e-12,6.1299e-12,0,3.0107e-05,-0.00094837
0.114,0.0066,0.0002,2e-07,0,7.4643e-12,6.3561e-12,0,3.1178e-05,-0.00094837
0.114,0.0068,0.0002,2e-07,0,7.6905e-12,6.5822e-12,0,3.225e-05,-0.00094837
0.114,0.007,0.0002,2e-07,0,7.9167e-12,6.8084e-12,0,3.3321e-05,-0.00094837
0.114,0.0072,0.0002,2e-07,0,8.1429e-12,7.0346e-12,0,3.4392e-05,-0.00094837
0.114,0.0074,0.0002,2e-07,0,8.369e-12,7.2607e-12,0,3.5464e-05,-0.00094837
0.114,0.0076,0.0002,2e-07,0,8.5952e-12,7.4869e-12,0,3.6535e-05,-0.00094837
0.115,0.0078,0.0002,2e-07,0,8.8214e-12,7.7131e-12,0,3.7606e-05,-0.00094837
0.115,0.008,0.0002,2e-07,0,9.0476e-12,7.9393e-12,0,3.8678e-05,-0.00094837
0.115,0.0082,0.0002,2e-07,0,9.2738e-12,8.1655e-12,0,3.9749e-05,-0.00094837
0.115,0.0084,0.0002,2e-07,0,9.5e-12,8.3916e-12,0,4.0821e-05,-0.00094837
0.115,0.0086,0.0002,2e-07,0,9.7262e-12,8.6178e-12,0,4.1892e-05,-0.00094837
0.116,0.0088,0.0002,2e-07,0,9.9524e-12,8.844e-12,0,4.2963e-05,-0.00094837
0.116,0.009,0.0002,2e-07,0,1.0179e-11,9.0702e-12,0,4.4035e-05,-0.00094837
0.116,0.0092,0.0002,2e-07,0,1.0405e-11,9.2964e-12,0,4.5106e-05,-0.00094837
0.116,0.0094,0.0002,2e-07,0,1.0631e-11,9.5226e-12,0,4.6178e-05,-0.00094837
0.116,0.0096,0.0002,2e-07,0,1.0857e-11,9.7488e-12,0,4.7249e-05,-0.00094837
0.116,0.0098,0.0002,2e-07,0,1.1083e-11,9.975e-12,0,4.832e-05,-0.00094837
0.117,0.01,0.0002,2e-07,0,1.131e-11,1.0201e-11,0,4.9392e-05,-0.00094837
0.117,0.0102,0.0002,2e-07,0,1.1536e-11,1.0427e-11,0,5.0463e-05,-0.00094837
0.117,0.0104,0.0002,2e-07,0,1.1762e-11,1.0654e-11,0,5.1535e-05,-0.00094837
